timestamp	commit	skill	old_score	new_score	status	dimension	note	eval_mode
2026-04-22T07:32	baseline	godot	-	1	baseline	无frontmatter/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	exa	-	1	baseline	无frontmatter/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	cli-anything-hub	-	2	baseline	描述不完整/无错误处理	dry_run
2026-04-22T07:32	baseline	codex-skill	-	2	baseline	缺少触发词/无错误处理	dry_run
2026-04-22T07:32	baseline	openclaw-skill	-	2	baseline	缺少触发词/无错误处理	dry_run
2026-04-22T07:32	baseline	adguardhome	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	anygen	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	audacity	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	blender	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	chromadb	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	comfyui	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	drawio	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	gimp	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	inkscape	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	kdenlive	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	libreoffice	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	mermaid	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	mubu	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	notebooklm	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	novita	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	obs-studio	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	ollama	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	openscreen	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	pm2	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	rms	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	seaclip	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	shotcut	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	slay_the_spire_ii	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	videocaptioner	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	zoom	-	2	baseline	boilerplate/无工作流/无错误处理	dry_run
2026-04-22T07:32	baseline	iterm2	-	3	baseline	描述好但工作流不完整	dry_run
2026-04-22T07:32	baseline	zotero	-	3	baseline	有约束但无触发词	dry_run
2026-04-22T07:32	baseline	wiremock	-	3	baseline	上下文好但无when	dry_run
2026-04-22T07:32	baseline	browser	-	3	baseline	有prereqs但无工作流	dry_run
2026-04-22T07:32	baseline	renderdoc	-	3	baseline	能力列表好但无工作流	dry_run
2026-04-22T07:32	baseline	krita	-	3	baseline	有when但无完整流程	dry_run
2026-04-22T07:32	baseline	dify-workflow	-	3	baseline	有install但无错误处理	dry_run
2026-04-22T07:32	baseline	musescore	-	3	baseline	有cmd groups但无错误处理	dry_run
2026-04-22T07:32	baseline	cloudanalyzer	-	3	baseline	描述详细但无工作流	dry_run
2026-04-22T07:32	baseline	cloudcompare	-	3	baseline	文件过大无工作流	dry_run
2026-04-22T07:32	baseline	freecad	-	3	baseline	文件过大无工作流	dry_run
2026-04-22T07:32	baseline	cli-hub-meta-skill	-	4	baseline	有4步工作流但无错误处理	dry_run
2026-04-22T07:32	baseline	example-command	-	4	baseline	示例非功能技能	dry_run
2026-04-22T07:32	baseline	example-skill	-	4	baseline	示例非功能技能	dry_run
2026-04-22T07:32	baseline	session-report	-	5	baseline	有5步但无触发词/错误处理	dry_run
2026-04-22T07:32	baseline	frontend-design	-	5	baseline	有NEVER列表但无when/triggers	dry_run
2026-04-22T07:32	baseline	platform-publishing	-	5	baseline	中文有工作流但缺name字段	dry_run
2026-04-22T07:32	baseline	playground	-	5	baseline	有4步但无触发词	dry_run
2026-04-22T07:32	baseline	claude-automation-recommender	-	6	baseline	有Phase但guidelines不足	dry_run
2026-04-22T07:32	baseline	writing-hookify-rules	-	6	baseline	有rule格式但无完整工作流	dry_run
2026-04-22T07:32	baseline	skill-creator	-	6	baseline	有迭代循环但灵活性不足	dry_run
